name,type,ra_deg,dec_deg,major_arcmin,minor_arcmin,pa_deg,mag,messier,common_name_zh,constellation,mag_band,common_name_en,is_addendum
NGC0829,G,32.176583,-7.790528,1.18,0.77,104,14.21,,,Cet,B,,0
NGC0830,G,32.2445,-7.766806,1.4,0.82,76,14.35,,,Cet,B,,0
NGC0831,G,32.394167,6.096333,0.44,0.34,110,15.22,,,Cet,B,,0
NGC0832,**,32.753458,35.54125,,,,,,,Tri,,,0
NGC0833,G,32.336833,-10.133083,1.63,0.67,85,12.9,,,Cet,V,,0
NGC0834,G,32.755375,37.666278,1.05,0.5,22,13.05,,,And,V,,0
NGC0835,G,32.3525,-10.135917,0.87,0.73,5,12.41,,,Cet,V,,0
NGC0836,G,32.603667,-22.054861,1.11,0.84,106,14.47,,,Cet,B,,0
NGC0837,G,32.567708,-22.4315,0.99,0.39,13,14.85,,,Cet,B,,0
NGC0838,G,32.410542,-10.146694,1.34,0.97,77,12.91,,,Cet,V,,0
NGC0839,G,32.428875,-10.184083,1.49,0.64,86,13.17,,,Cet,V,,0
NGC0840,G,32.567542,7.845306,1.74,0.78,77,13.42,,,Cet,V,,0
NGC0841,G,32.822333,37.497167,1.74,0.87,134,13.12,,,And,V,,0
NGC0842,G,32.461625,-7.762472,1.74,0.85,157,12.69,,,Cet,V,,0
NGC0843,Other,32.783792,32.097417,,,,,,,Tri,,,0
NGC0844,G,32.559375,6.049806,0.49,0.38,45,14.8,,,Cet,B,,0
NGC0845,G,33.082458,37.477333,1.63,0.33,148,13.49,,,And,V,,0
NGC0846,G,33.051333,44.568389,1.92,1.68,129,13.1,,,And,B,,0
NGC0847,Dup,33.051333,44.568389,,,,,,,And,,,0
NGC0848,G,32.5735,-10.321444,1.36,1.05,147,13.1,,,Cet,V,,0
NGC0849,G,32.546625,-22.323,0.59,0.44,104,15.42,,,Cet,B,,0
NGC0850,G,32.806708,-1.485583,1.22,1,92,14,,,Cet,B,,0
NGC0851,G,32.800375,3.779694,1.14,0.66,135,14.64,,,Cet,B,,0
NGC0852,G,32.231083,-56.737056,1.36,1,90,14.19,,,Eri,B,,0
NGC0853,G,32.921625,-9.306,1.8,1.17,50,15.87,,,Cet,B,,0
NGC0854,G,32.878125,-35.835111,2,0.72,2,13.81,,,For,B,,0
NGC0855,G,33.514542,27.877333,2.94,1.08,67,12.56,,,Tri,V,,0
NGC0856,G,33.409833,-0.717278,1.19,0.94,17,16.54,,,Cet,V,,0
NGC0857,G,33.154042,-31.944611,1.58,1.34,89,13.48,,,For,B,,0
NGC0858,G,33.125708,-22.471528,1.26,1.01,140,13.75,,,Cet,V,,0
NGC0859,Dup,33.409833,-0.717278,,,,,,,Cet,,,0
NGC0860,G,33.750625,30.778806,0.63,0.52,109,15.11,,,Tri,B,,0
NGC0861,G,33.963083,35.913583,1.48,0.42,36,14.72,,,Tri,B,,0
NGC0862,G,33.2625,-42.033528,1.04,0.97,70,12.89,,,Phe,V,,0
NGC0863,G,33.639833,-0.766694,1.27,1.15,35,13.71,,,Cet,V,,0
NGC0864,G,33.865167,6.002611,3.72,2.57,21,11.07,,,Cet,V,,0
NGC0865,G,34.062958,28.599722,1.62,0.27,159,13.91,,,Tri,B,,0
NGC0866,Dup,33.639833,-0.766694,,,,,,,Cet,,,0
NGC0867,G,34.269917,1.244194,1.24,1.11,85,14.01,,,Cet,B,,0
NGC0868,G,33.993667,-0.713639,0.79,0.54,111,15.55,,,Cet,B,,0
NGC0869,OCl,34.744,57.11725,14.4,,,3.7,,英仙座h星团,Per,V,h Persei Cluster,0
NGC0870,G,34.288417,14.523111,0.37,0.34,105,16.38,,,Ari,B,,0
NGC0871,G,34.294708,14.547833,1.01,0.33,4,13.55,,,Ari,V,,0
NGC0872,G,33.855125,-17.781056,1.77,0.55,175,14.54,,,Cet,B,,0
NGC0873,G,34.134833,-11.348556,1.48,1.07,146,12.71,,,Cet,V,,0
NGC0874,G,34.004792,-23.301722,1.01,0.48,175,15.11,,,Cet,B,,0
NGC0875,Dup,34.269917,1.244194,,,,,,,Cet,,,0
NGC0876,G,34.472125,14.521278,1.32,0.38,26,16.5,,,Ari,B,,0
NGC0877,G,34.4985,14.544056,1.92,1.47,138,11.86,,,Ari,V,,0
NGC0878,G,34.476083,-23.384056,0.87,0.53,110,14.71,,,Cet,B,,0
NGC0879,G,34.213333,-8.964028,0.77,0.64,16,15.5,,,Cet,V,,0
NGC0880,G,34.61325,-4.20575,0.58,0.38,26,15.11,,,Cet,V,,0
NGC0881,G,34.688625,-6.639083,2.28,1.26,133,12.44,,,Cet,V,,0
NGC0882,G,34.916292,15.81425,1.13,0.48,83,14.87,,,Ari,B,,0
NGC0883,G,34.771583,-6.790917,1.57,1.4,77,13.5,,,Cet,B,,0
NGC0884,OCl,35.63375,57.144111,10.5,,,3.8,,英仙座χ星团,Per,V,chi Persei Cluster,0
NGC0885,Dup,33.639833,-0.766694,,,,,,,Cet,,,0
NGC0886,OCl,35.799042,63.77875,4.8,,,,,,Cas,,,0
NGC0887,G,34.885875,-16.069722,1.66,1.34,21,13.5,,,Cet,B,,0
NGC0888,G,34.362917,-59.861056,1.16,0.9,85,14.5,,,Hor,V,,0
NGC0889,G,34.778875,-41.749333,1.24,0.89,98,14.62,,,Phe,B,,0
NGC0890,G,35.504208,33.266056,1.1,0.67,45,11.87,,,Tri,V,,0
NGC0891,G,35.639208,42.349139,13.03,3.03,22,10.01,,,And,V,,0
NGC0892,G,35.21675,-23.113639,0.72,0.4,5,15.62,,,Cet,B,,0
NGC0893,G,34.994083,-41.403139,1.34,0.83,123,13.58,,,Phe,B,,0
NGC0894,Other,35.394042,-5.510222,,,,,,,Cet,,,0
NGC0895,G,35.401958,-5.521389,3.32,2.22,109,11.77,,,Cet,V,,0
NGC0896,Neb,36.365917,62.019361,10,10,,,,,Cas,,,0
NGC0897,G,35.276542,-33.720667,2.01,1.43,25,11.85,,,For,V,,0
NGC0898,G,35.834875,41.951417,1.75,0.47,170,13.71,,,And,B,,0
NGC0899,G,35.471417,-20.82325,1.63,1.21,121,13.1,,,Cet,B,,0
NGC0900,G,35.884083,26.511528,0.92,0.62,36,14.98,,,Ari,B,,0
NGC0901,G,35.892042,26.557056,0.78,0.55,36,15.66,,,Ari,B,,0
NGC0902,G,35.590667,-16.679056,0.74,0.55,26,14.82,,,Cet,B,,0
NGC0903,G,36.003667,27.356278,0.74,0.4,168,16.71,,,Ari,B,,0
NGC0904,G,36.023208,27.342389,1.45,0.85,129,14.98,,,Ari,B,,0
NGC0905,G,35.681542,-8.719028,0.61,0.3,114,15.7,,,Cet,B,,0
NGC0906,G,36.31775,42.089889,1.46,1.01,16,12.9,,,And,V,,0
NGC0907,G,35.757958,-20.712056,2.21,0.75,87,12.6,,,Cet,V,,0
NGC0908,G,35.769042,-21.233861,6.14,2.82,77,10.31,,,Cet,V,,0
NGC0909,G,36.344958,42.035667,1.02,1.02,40,14.51,,,And,B,,0
NGC0910,G,36.361583,41.824278,1.79,1.51,17,12.25,,,And,V,,0
NGC0911,G,36.426667,41.956278,1.69,0.84,115,13.95,,,And,B,,0
NGC0912,G,36.428042,41.777444,0.79,0.6,147,14.91,,,And,B,,0
NGC0913,G,36.436,41.799417,0.61,0.33,20,15,,,And,B,,0
NGC0914,G,36.521583,42.144083,1.56,1.04,116,13.81,,,And,B,,0
NGC0915,G,36.439917,27.221,0.76,0.76,160,15.2,,,Ari,B,,0
NGC0916,G,36.4485,27.242528,1.18,0.53,9,15.13,,,Ari,B,,0
NGC0917,G,36.532042,31.912333,1.77,0.99,57,14.4,,,Tri,B,,0
NGC0918,G,36.461833,18.49625,3.09,1.73,157,13.21,,,Ari,V,,0
NGC0919,G,36.569458,27.212111,1.31,0.32,138,15.43,,,Ari,B,,0
NGC0920,G,36.96575,45.947056,1.17,0.85,3,15.54,,,And,B,,0
NGC0921,G,36.63925,-15.847528,1.25,0.53,82,15.41,,,Cet,B,,0
NGC0922,G,36.268417,-24.788167,2.1,1.77,14,12,,,For,V,,0
NGC0923,G,36.894333,41.977611,0.78,0.55,120,14.37,,,And,B,,0
NGC0924,G,36.695125,20.4975,2.03,1.18,52,13.74,,,Ari,B,,0
NGC0925,G,36.820333,33.579167,10.72,5.75,107,10.12,,,Tri,V,,0
NGC0926,G,36.527958,-0.331944,1.75,0.78,39,13.25,,,Cet,V,,0
NGC0927,G,36.655458,12.155333,1.18,1.02,0,14.44,,,Ari,B,,0
NGC0928,G,36.920917,27.221194,0.9,0.54,45,14.63,,,Ari,B,,0
NGC0929,G,36.825917,-12.086917,0.88,0.4,171,15.02,,,Cet,B,,0
NGC0930,Other,36.964333,20.341778,,,,,,,Ari,,,0
NGC0931,G,37.060333,31.311667,2.45,0.69,75,14.5,,,Tri,V,,0
NGC0932,G,36.977875,20.332472,2,1.85,145,13.88,,,Ari,B,,0
NGC0933,G,37.322875,45.911306,1.84,0.96,37,15.3,,,And,B,,0
NGC0934,G,36.887208,-0.244556,1.14,0.8,127,13.43,,,Cet,V,,0
NGC0935,G,37.046458,19.599111,1.58,0.98,155,12.82,,,Ari,V,,0
NGC0936,G,36.906083,-1.156278,4.44,3.18,133,10.23,,,Cet,V,,0
NGC0937,G,37.367,42.249972,0.89,0.35,115,14.96,,,And,B,,0
NGC0938,G,37.139625,20.283694,1.55,1.14,97,13.75,,,Ari,B,,0
NGC0939,G,36.588833,-44.446167,1.66,1.16,100,14.05,,,Eri,B,,0
NGC0940,G,37.364583,31.640917,1.64,1.15,20,13.35,,,Tri,B,,0
NGC0941,G,37.116042,-1.151528,1.87,1.33,171,12.49,,,Cet,V,,0
NGC0942,G,37.292708,-10.836139,1.78,0.87,2,14.48,,,Cet,B,,0
NGC0943,G,37.290333,-10.828056,1.55,0.95,26,14.35,,,Cet,B,,0
NGC0944,G,36.673042,-14.515639,1.01,0.37,18,15,,,Cet,B,,0
NGC0945,G,37.155333,-10.538972,2.06,1.82,170,12.12,,,Cet,V,,0
NGC0946,G,37.660125,42.232611,1.42,0.84,66,14.5,,,And,B,,0
NGC0947,G,37.138,-19.042111,2.14,1.15,59,12.62,,,Cet,V,,0
NGC0948,G,37.189458,-10.513889,1.17,0.96,30,14.06,,,Cet,B,,0
NGC0949,G,37.702708,37.136778,3.1,1.35,144,11.89,,,Tri,V,,0
NGC0950,G,37.299042,-11.024694,1.18,0.63,47,14.48,,,Cet,B,,0
NGC0951,G,37.237,-22.349444,1.08,0.54,22,15.49,,,Cet,B,,0
NGC0952,Dup,37.364583,31.640917,,,,,,,Tri,,,0
NGC0953,G,37.79075,29.58875,1.47,1.19,14,14.46,,,Tri,B,,0
NGC0954,G,37.215125,-41.402667,1.79,0.94,16,12.91,,,Eri,V,,0
NGC0955,G,37.638125,-1.108417,2.72,0.88,20,11.96,,,Cet,V,,0
NGC0956,OCl,38.12875,44.593472,4.5,,,8.9,,,And,V,,0
NGC0957,OCl,38.329292,57.569694,10.2,,,7.6,,,Per,V,,0
NGC0958,G,37.678458,-2.939,2.51,0.72,2,12.18,,,Cet,V,,0
NGC0959,G,38.09975,35.494639,1.87,1.11,67,12.48,,,Tri,V,,0
NGC0960,G,37.922333,-9.300444,1.23,0.32,125,14.78,,,Cet,B,,0
NGC0961,G,40.260375,-6.935917,1.81,1.04,96,13.25,,,Cet,B,,0
NGC0962,G,38.165958,28.069944,1.46,1.03,178,14.15,,,Ari,B,,0
NGC0963,G,37.630333,-4.215417,0.8,0.79,110,14.31,,,Cet,B,,0
NGC0964,G,37.774125,-36.034667,2.18,0.5,33,13.53,,,For,B,,0
NGC0965,G,38.104583,-18.639722,0.94,0.77,173,14.85,,,Cet,B,,0
NGC0966,G,37.9465,-19.881694,1.13,0.95,107,12.99,,,Cet,V,,0
NGC0967,G,38.052958,-17.216861,1.48,1.06,41,13.8,,,Cet,B,,0
NGC0968,G,38.525875,34.479889,1.2,0.45,49,13.74,,,Tri,B,,0
NGC0969,G,38.534167,32.946944,1.69,1.16,8,12.41,,,Tri,V,,0
NGC0970,GPair,38.547083,32.976111,1,,,,,,Tri,,,0
NGC0970 NED01,G,38.54475,32.974861,0.28,0.2,72,,,,Tri,,,0
NGC0970 NED02,G,38.54875,32.977278,0.72,0.26,53,15.66,,,Tri,B,,0
NGC0971,*,38.566875,32.987111,,,,,,,Tri,,,0
NGC0972,G,38.55575,29.311278,3.31,1.61,151,11.33,,,Ari,V,,0
NGC0973,G,38.583792,32.505611,3.28,0.43,49,13.56,,,Tri,B,,0
NGC0974,G,38.6075,32.9545,3.2,2.6,15,14.05,,,Tri,B,,0
NGC0975,G,38.344792,9.601694,0.84,0.63,1,14.16,,,Cet,B,,0
NGC0976,G,38.500083,20.976778,1.54,1.44,160,12.41,,,Ari,V,,0
NGC0977,G,38.264292,-10.759972,1.82,1.17,38,14.16,,,Cet,B,,0
NGC0978,GPair,38.698333,32.843611,1.87,,,,,,Tri,,,0
NGC0978A,G,38.695708,32.846194,1.83,1.53,85,13.26,,,Tri,B,,0
NGC0978B,G,38.700417,32.841389,0.64,0.28,7,15,,,Tri,B,,0
NGC0979,G,37.911625,-44.524306,1.38,1.12,108,13.83,,,Eri,B,,0
NGC0980,G,38.827333,40.9265,1.64,0.81,110,14.21,,,And,B,,0
NGC0981,G,38.249542,-10.973944,1.08,0.51,6,14.54,,,Cet,B,,0
NGC0982,G,38.853625,40.869722,1.6,0.63,132,13.11,,,And,B,,0
NGC0983,G,39.731833,34.622278,1.16,0.69,136,13.94,,,Tri,B,,0
NGC0984,G,38.679583,23.413,1.66,1.1,114,13.57,,,Ari,V,,0
NGC0985,G,38.657375,-8.787611,0.86,0.66,80,14.09,,,Cet,V,,0
NGC0986,G,38.393125,-39.045056,3.77,3.03,52,10.91,,,For,V,,0
NGC0986A,G,38.172708,-39.296222,1.85,0.29,78,13.97,,,For,V,,0
NGC0987,G,39.206708,33.32725,1.52,1.07,36,13.32,,,Tri,B,,0
NGC0988,G,38.865625,-9.356194,4.33,1.73,119,11.21,,,Cet,V,,0
NGC0989,G,38.441875,-16.511167,0.92,0.84,85,15.09,,,Cet,B,,0
NGC0990,G,39.075875,11.642083,1.48,1.12,41,12.46,,,Ari,V,,0
NGC0991,G,38.886167,-7.154444,1.48,1.31,75,12.96,,,Cet,B,,0
NGC0992,G,39.356208,21.100833,0.79,0.59,8,15.13,,,Ari,V,,0
NGC0993,G,39.191917,2.050417,0.86,0.68,105,14.86,,,Cet,B,,0
NGC0994,Dup,39.191917,2.050417,,,,,,,Cet,,,0
NGC0995,G,39.6335,41.52925,1.3,0.76,36,14.83,,,And,B,,0
NGC0996,G,39.666125,41.647528,1.3,1.12,75,14.46,,,And,B,,0
NGC0997,GPair,39.310417,7.307778,1,,,,,,Cet,,,0
NGC0997 NED01,G,39.310083,7.309778,0.33,0.22,62,,,,Cet,,,0
NGC0997 NED02,G,39.310417,7.305639,1.12,1.02,5,14.71,,,Cet,B,,0
NGC0998,G,39.31875,7.335806,0.63,0.52,175,14.6,,,Cet,B,,0
NGC0999,G,39.69775,41.6705,0.78,0.69,61,14.67,,,And,B,,0
NGC1000,G,39.70725,41.459694,0.64,0.39,90,15.45,,,And,B,,0
NGC1001,G,39.802708,41.671722,0.72,0.27,114,14.66,,,Per,B,,0
NGC1002,Dup,39.731833,34.622278,,,,,,,Tri,,,0
NGC1003,G,39.820375,40.872306,3.47,0.83,96,11.51,,,Per,V,,0
NGC1004,G,39.424083,1.975306,1.17,1.05,96,12.69,,,Cet,V,,0
NGC1005,G,39.871667,41.488972,0.66,0.65,45,14.5,,,Per,B,,0
NGC1006,G,39.39525,-11.025,0.86,0.24,1,14.05,,,Cet,B,,0
NGC1007,G,39.46775,2.156028,0.61,0.21,50,16.45,,,Cet,B,,0
NGC1008,G,39.480375,2.079639,0.86,0.54,83,14.87,,,Cet,B,,0
NGC1009,G,39.579458,2.310028,1.39,0.23,124,15.3,,,Cet,B,,0
NGC1010,Dup,39.39525,-11.025,,,,,,,Cet,,,0
NGC1011,G,39.412042,-11.005556,0.68,0.62,160,14.87,,,Cet,B,,0
NGC1012,G,39.812125,30.151389,2.1,1.05,24,12.99,,,Ari,B,,0
NGC1013,G,39.460292,-11.50725,1.08,0.68,66,15.02,,,Cet,B,,0
NGC1014,**,39.503542,-9.573389,,,,,,,Cet,,,0
NGC1015,G,39.548167,-1.318694,1.98,1.68,100,12.47,,,Cet,V,,0
NGC1016,G,39.5815,2.11925,2.26,1.36,42,11.64,,,Cet,V,,0
NGC1017,G,39.457667,-11.010278,0.68,0.55,64,14.89,,,Cet,B,,0
NGC1018,G,39.543167,-9.543917,1.07,0.59,178,15.26,,,Cet,B,,0
NGC1019,G,39.614208,1.907722,1.08,0.75,35,14.95,,,Cet,V,,0
NGC1020,G,39.68475,2.231278,0.92,0.28,20,14.93,,,Cet,B,,0
NGC1021,G,39.700083,2.217417,0.79,0.55,161,15.04,,,Cet,B,,0
NGC1022,G,39.636292,-6.677417,2.6,1.5,74,11.35,,,Cet,V,,0
NGC1023,G,40.100042,39.063278,7.4,3.06,87,9.47,,,Per,V,,0
NGC1023A,G,40.157083,39.0575,1.3,0.65,50,13.8,,,Per,V,,0
NGC1024,G,39.799833,10.846833,2.86,1.06,151,12.3,,,Ari,V,,0
NGC1025,G,39.083042,-54.864167,0.94,0.55,15,13.36,,,Hor,V,,0
NGC1026,G,39.830083,6.544,1.84,1.68,85,14.06,,,Cet,B,,0
NGC1027,OCl,40.646083,61.594361,7.8,,,6.7,,,Cas,V,,0
NGC1028,G,39.904792,10.843667,0.87,0.46,15,14.79,,,Ari,V,,0
NGC1029,G,39.90225,10.793333,1.56,0.46,70,13.11,,,Ari,V,,0
NGC1030,G,39.960833,18.024278,1.5,0.64,8,14.42,,,Ari,B,,0
NGC1031,G,39.1615,-54.859778,2.27,1.08,24,12.52,,,Hor,V,,0
NGC1032,G,39.8485,1.093778,3.58,0.86,67,11.67,,,Cet,V,,0
NGC1033,G,40.067167,-8.776944,1.14,0.91,178,14.69,,,Cet,B,,0
NGC1034,G,39.558417,-15.809083,0.8,0.73,140,14.57,,,Cet,B,,0
NGC1035,G,39.871208,-8.132944,2.08,0.68,153,12.89,,,Cet,B,,0
NGC1036,G,40.120792,19.297111,1.4,1.03,3,13.19,,,Ari,V,,0
NGC1037,Other,39.99325,-1.734056,,,,,,,Cet,,,0
NGC1038,G,40.026333,1.508778,1.39,0.5,61,14.32,,,Cet,B,,0
NGC1039,OCl,40.530833,42.746139,22.5,,,5.2,34,,Per,V,,0
NGC1040,G,40.801833,41.500611,1.67,0.72,40,13.95,,,Per,B,,0
NGC1041,G,40.105083,-5.440444,1.36,1.08,47,14.09,,,Cet,B,,0
NGC1042,G,40.099875,-8.433556,3.87,2.13,1,11.22,,,Cet,V,,0
NGC1043,G,40.194042,1.343139,0.85,0.18,111,15.74,,,Cet,B,,0
NGC1044,GPair,40.2775,8.737222,1.2,,,,,,Cet,,,0
NGC1044 NED01,G,40.275667,8.738028,0.76,0.76,110,13.22,,,Cet,V,,0
NGC1044 NED02,G,40.280208,8.736167,0.58,0.51,,15.16,,,Cet,B,,0
NGC1045,G,40.121333,-11.277556,1.69,1.27,59,13.42,,,Cet,B,,0
NGC1046,G,40.303542,8.719389,0.75,0.7,130,14.7,,,Cet,B,,0
NGC1047,G,40.136833,-8.147667,1.36,0.75,91,14.43,,,Cet,B,,0
NGC1048,G,40.158125,-8.533361,1.18,0.47,105,14.5,,,Cet,V,,0
NGC1048A,G,40.14875,-8.547222,0.81,0.42,178,14.52,,,Cet,V,,0
NGC1049,GCl,39.950583,-34.25825,1.2,1.2,,13.59,,,For,B,Fornax Dwarf Cluster 3,0
NGC1050,G,40.648292,34.7635,1.1,0.81,98,13.5,,,Per,V,,0
NGC1051,Dup,40.260375,-6.935917,,,,,,,Cet,,,0
NGC1052,G,40.27,-8.255778,2.94,2.07,109,11.04,,,Cet,V,,0
NGC1053,Dup,40.801833,41.500611,,,,,,,Per,,,0
NGC1054,G,40.565583,18.217194,0.8,0.44,30,14.54,,,Ari,B,,0
NGC1055,G,40.438458,0.443167,6.92,3.53,104,10.6,,,Cet,V,,0
NGC1056,G,40.70125,28.574194,1.88,1.36,162,12.35,,,Ari,V,,0
NGC1057,G,40.762083,32.491194,1.16,0.72,118,15.72,,,Tri,B,,0
NGC1058,G,40.875,37.341333,2.47,1.36,90,11.25,,,Per,V,,0
NGC1059,**,40.648333,17.99675,,,,,,,Ari,,,0
NGC1060,G,40.812708,32.424972,2.36,1.75,77,11.82,,,Tri,V,,0
NGC1061,G,40.815667,32.466722,0.87,0.59,27,15.13,,,Tri,B,,0
NGC1062,*,40.850083,32.462139,,,,,,,Tri,,,0
NGC1063,G,40.541917,-5.568556,1.45,0.51,97,14.44,,,Cet,B,,0
NGC1064,G,40.598042,-9.362278,1.01,0.75,37,15.02,,,Cet,B,,0
NGC1065,G,40.526125,-15.091556,0.82,0.75,0,14.9,,,Cet,B,,0
NGC1066,G,40.958083,32.475,1.82,1.28,60,14.79,,,Tri,B,,0
NGC1067,G,40.9605,32.511889,0.97,0.92,145,13.69,,,Tri,V,,0
NGC1068,G,40.669625,-0.013278,6.11,5.61,12,9.29,77,,Cet,V,,0
NGC1069,G,40.74925,-8.2895,1.35,0.84,146,14.28,,,Cet,B,,0
NGC1070,G,40.842792,4.968417,2.34,2,178,12.88,,,Cet,B,,0
NGC1071,G,40.782708,-8.773889,1.22,0.41,172,15.35,,,Cet,B,,0
NGC1072,G,40.880458,0.306806,1.21,0.49,13,14.27,,,Cet,B,,0
NGC1073,G,40.918833,1.376111,3.54,2.23,32,11.05,,,Cet,V,,0
NGC1074,G,40.9005,-16.297083,0.91,0.5,165,15.18,,,Cet,B,,0
NGC1075,G,40.889792,-16.201111,0.81,0.53,146,15.45,,,Cet,B,,0
NGC1076,G,40.871875,-14.754306,1.81,1.25,99,13.71,,,Cet,B,,0
NGC1077,GPair,41.507083,40.091667,1.33,,,,,,Per,,,0
NGC1077A,G,41.512083,40.093333,0.53,0.33,27,17.09,,,Per,B,,0
NGC1077B,G,41.5025,40.090278,1.06,0.77,165,14.54,,,Per,B,,0
NGC1078,G,41.0335,-9.452389,0.85,0.62,45,15.2,,,Cet,B,,0
NGC1079,G,40.93475,-29.003361,2.65,1.49,99,11.44,,,For,V,,0
NGC1080,G,41.291417,-4.710778,1.09,0.82,166,13.58,,,Cet,V,,0
NGC1081,G,41.273,-15.587806,1.78,0.59,23,14.36,,,Eri,B,,0
NGC1082,G,41.421875,-8.180528,0.96,0.71,102,14.71,,,Eri,B,,0
NGC1083,G,41.419167,-15.357778,1.55,0.33,17,15.19,,,Eri,B,,0
NGC1084,G,41.499625,-7.578472,3.4,2.25,36,10.6,,,Eri,V,,0
NGC1085,G,41.605417,3.607278,2.04,1.5,13,13.77,,,Cet,B,,0
NGC1086,G,41.984875,41.246472,1.32,0.79,43,13.53,,,Per,B,,0
NGC1087,G,41.604833,-0.498639,2.97,1.8,10,11.02,,,Cet,V,,0
NGC1088,GPair,41.768333,16.201111,1,,,,,,Ari,,,0
NGC1088 NED01,G,41.766708,16.199917,0.88,0.52,95,14.76,,,Ari,B,,0
NGC1088 NED02,G,41.770375,16.202417,0.48,0.22,116,17.17,,,Ari,B,,0
NGC1089,G,41.542083,-15.073194,1.38,0.99,16,14.66,,,Eri,B,,0
NGC1090,G,41.641417,-0.247167,3.31,1.46,101,11.97,,,Cet,V,,0
NGC1091,G,41.343458,-17.533167,0.81,0.67,86,15.17,,,Eri,V,,0
NGC1092,G,41.373208,-17.542278,1,0.89,130,14.48,,,Eri,V,,0
NGC1093,G,42.067292,34.419778,1.16,0.75,99,14.24,,,Tri,B,,0
NGC1094,G,41.865958,-0.285111,1.32,0.84,89,13.56,,,Cet,B,,0
NGC1095,G,41.90775,4.637639,1.26,0.81,46,14.13,,,Cet,B,,0
NGC1096,G,40.955375,-59.913417,1.76,1.61,45,12.78,,,Hor,V,,0
NGC1097,G,41.579375,-30.274889,10.57,6.44,138,9.76,,,For,V,,0
NGC1097A,G,41.54125,-30.228056,1,0.57,100,13.16,,,For,V,,0
NGC1098,G,41.223625,-17.659139,1.58,1.27,103,12.71,,,Eri,V,,0
NGC1099,G,41.325083,-17.708361,2.1,0.63,16,13.21,,,Eri,V,,0
NGC1100,G,41.400292,-17.688944,1.64,0.76,60,13.12,,,Eri,V,,0
NGC1101,G,42.061792,4.578028,1.33,1.05,100,13.05,,,Cet,V,,0
NGC1102,G,41.80375,-22.208833,0.89,0.58,90,15.33,,,Eri,B,,0
NGC1103,G,42.025,-13.959222,2.22,0.63,47,12.87,,,Eri,V,,0
NGC1104,G,42.161208,-0.271528,1.04,0.62,150,14.58,,,Cet,B,,0
NGC1105,G,40.924917,-15.705583,0.97,0.83,66,15.16,,,Cet,B,,0
NGC1106,G,42.668792,41.6715,1.82,1.82,35,13.65,,,Per,B,,0
NGC1107,G,42.331708,8.092639,1.88,1.56,140,12.22,,,Cet,V,,0
NGC1108,G,42.160583,-7.951111,1.04,0.77,85,14.71,,,Eri,B,,0
NGC1109,G,41.931583,13.255333,0.81,0.67,116,15.37,,,Ari,B,,0
NGC1110,G,42.289875,-7.837556,2.37,0.46,11,14.5,,,Eri,B,,0
NGC1111,G,42.163958,13.259528,0.66,0.32,10,15.92,,,Ari,B,,0
NGC1112,G,42.251542,13.22375,0.99,0.71,11,14.85,,,Ari,B,,0
NGC1113,*,42.521042,13.327417,,,,,,,Ari,,,0
NGC1114,G,42.28,-16.993361,2.15,0.81,7,13.27,,,Eri,B,,0
NGC1115,G,42.60575,13.266222,0.91,0.26,7,15.53,,,Ari,B,,0
NGC1116,G,42.648708,13.335056,1.2,0.4,26,15.33,,,Ari,B,,0
NGC1117,G,42.804625,13.185306,0.7,0.52,4,14.86,,,Ari,B,,0
NGC1118,G,42.494458,-12.163722,1.97,0.63,92,14.25,,,Eri,B,,0
NGC1119,G,42.071167,-17.987611,0.48,0.37,172,15.06,,,Eri,B,,0
NGC1120,G,42.267042,-14.470694,1.79,0.97,43,14.9,,,Eri,B,,0
NGC1121,G,42.663292,-1.734056,0.95,0.34,10,13.65,,,Eri,B,,0
NGC1122,G,43.213333,42.205028,1.35,0.64,32,12.93,,,Per,B,,0
NGC1123,Dup,43.213333,42.205028,,,,,,,Per,,,0
NGC1124,G,42.899667,-25.701833,1.1,0.74,2,14.82,,,For,B,,0
NGC1125,G,42.917792,-16.651028,1.51,0.66,54,12.81,,,Eri,V,,0
NGC1126,G,43.077625,-1.296,0.95,0.23,139,15.32,,,Eri,B,,0
NGC1127,G,43.216,13.256417,0.69,0.49,36,16.17,,,Ari,B,,0
NGC1128,GPair,44.423208,6.024667,0.8,,,,,,Cet,,,0
NGC1128 NED01,G,44.423542,6.02275,0.55,0.55,,14.7,,,Cet,B,,0
NGC1128 NED02,G,44.423167,6.026917,0.76,0.76,,12.7,,,Cet,V,,0
NGC1129,G,43.614083,41.579583,2.82,1.07,77,13.6,,,Per,V,,0
NGC1130,G,43.601583,41.605611,0.69,0.41,36,15.56,,,Per,B,,0
NGC1131,G,43.641583,41.559028,0.54,0.46,105,15.4,,,Per,B,,0
NGC1132,G,43.216292,-1.274694,1.91,0.71,142,12.3,,,Eri,V,,0
NGC1133,G,43.175792,-8.804389,0.97,0.71,71,14.87,,,Eri,B,,0
NGC1134,G,43.42225,13.014139,2.21,0.76,147,13.09,,,Ari,B,,0
NGC1135,G,42.69675,-54.929583,0.71,0.42,59,16.17,,,Hor,B,,0
NGC1136,G,42.72375,-54.975917,1.44,1.19,77,12.97,,,Hor,V,,0
NGC1137,G,43.511375,2.962083,1.1,0.61,16,12.84,,,Cet,V,,0
NGC1138,G,44.151833,43.047361,1.73,1.49,95,14.05,,,Per,B,,0
